block_id,name,category,subcategory,origin,function,archetype,implementation_tier,protocol_status,timing_status,cdc_status,numeric_status,core,source_file,testbench_file,static_validation,ghdl_analysis,functional_simulation
1012,waypoint_sequencer_continuous,Robotics,"Motion, navigation and control",Generated family variant,"Computes feedback control, pose, trajectories, or actuator commands. Architecture variant: **continuous**.",control,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_control_core,rtl/blocks/robotics/waypoint_sequencer_continuous.vhd,tb/blocks/robotics/tb_waypoint_sequencer_continuous.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1013,space_vector_pwm_continuous,Motor and Power Control,Motor drives and power electronics,Generated family variant,"Controls switching power stages, motor commutation, and closed-loop drives. Architecture variant: **continuous**.",pwm,A,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_pwm_core,rtl/blocks/motor_and_power_control/space_vector_pwm_continuous.vhd,tb/blocks/motor_and_power_control/tb_space_vector_pwm_continuous.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1014,sample_trigger_engine_continuous,Sensors and DAQ,Acquisition and instrumentation,Generated family variant,"Captures, timestamps, measures, calibrates, or triggers on sensor signals. Architecture variant: **continuous**.",sensor,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_sensor_core,rtl/blocks/sensors_and_daq/sample_trigger_engine_continuous.vhd,tb/blocks/sensors_and_daq/tb_sample_trigger_engine_continuous.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1015,profibus_frame_engine_continuous,Industrial Protocols,Fieldbus and deterministic control,Generated family variant,Implements or assists industrial communication and deterministic I/O. Architecture variant: **continuous**.,protocol_shell,C,integration_shell_only; external compliant controller/PHY/VIP required,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_protocol_shell_core,rtl/blocks/industrial_protocols/profibus_frame_engine_continuous.vhd,tb/blocks/industrial_protocols/tb_profibus_frame_engine_continuous.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1016,poly1305_engine_streaming,Cryptography,"Encryption, authentication and key services",Generated family variant,"Provides cryptographic transformations, authentication, or key derivation. Architecture variant: **streaming**.",crypto_shell,C,integration_shell_only; external compliant controller/PHY/VIP required,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_crypto_shell_core,rtl/blocks/cryptography/poly1305_engine_streaming.vhd,tb/blocks/cryptography/tb_poly1305_engine_streaming.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1017,parity_checker_continuous,Safety and Reliability,Fault detection and safe operation,Generated family variant,"Detects faults, contains errors, reports health, or forces a safe state. Architecture variant: **continuous**.",safety,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_safety_monitor_core,rtl/blocks/safety_and_reliability/parity_checker_continuous.vhd,tb/blocks/safety_and_reliability/tb_parity_checker_continuous.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1018,event_trigger_transaction_level,Debug and Verification,On-chip debug and reusable verification,Generated family variant,"Observes, stimulates, compares, records, or perturbs designs for verification. Architecture variant: **transaction level**.",monitor,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_monitor_core,rtl/blocks/debug_and_verification/event_trigger_transaction_level.vhd,tb/blocks/debug_and_verification/tb_event_trigger_transaction_level.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1019,nand_flash_controller_continuous,Storage,"Flash, SD, NVMe and block storage",Generated family variant,"Controls nonvolatile storage, block commands, caching, or media management. Architecture variant: **continuous**.",memory_service,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_memory_service_core,rtl/blocks/storage/nand_flash_controller_continuous.vhd,tb/blocks/storage/tb_nand_flash_controller_continuous.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1020,lz_match_finder_single_cycle,Compression and Coding,"Compression, decompression and channel coding",Generated family variant,Compresses streams or applies forward-error-correction coding. Architecture variant: **single cycle**.,stream,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_stream_core,rtl/blocks/compression_and_coding/lz_match_finder_single_cycle.vhd,tb/blocks/compression_and_coding/tb_lz_match_finder_single_cycle.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1021,iq_imbalance_corrector_single_cycle,RF and SDR,Digital radio front-end,Generated family variant,"Conditions, converts, combines, or equalizes complex baseband samples. Architecture variant: **single cycle**.",stream,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,parameterized_integer/fixed-point reference behavior; quantify error against system model,bb_stream_core,rtl/blocks/rf_and_sdr/iq_imbalance_corrector_single_cycle.vhd,tb/blocks/rf_and_sdr/tb_iq_imbalance_corrector_single_cycle.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1022,range_doppler_map_single_cycle,Radar and LiDAR,Ranging and detection pipelines,Generated family variant,"Performs ranging, detection, angle estimation, or target tracking. Architecture variant: **single cycle**.",stream,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_stream_core,rtl/blocks/radar_and_lidar/range_doppler_map_single_cycle.vhd,tb/blocks/radar_and_lidar/tb_range_doppler_map_single_cycle.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1023,cam_angle_decoder_continuous,Automotive,Vehicle-specific logic,Generated family variant,"Supports vehicle timing, gateways, diagnostics, and redundant sensing. Architecture variant: **continuous**.",control,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_control_core,rtl/blocks/automotive/cam_angle_decoder_continuous.vhd,tb/blocks/automotive/tb_cam_angle_decoder_continuous.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1024,precision_time_counter_continuous,Aerospace and Time,Deterministic and high-reliability timing,Generated family variant,"Implements precise time, redundant control, or aerospace communications. Architecture variant: **continuous**.",counter,A,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,bit-accurate integer behavior for implemented operation subset,bb_counter_core,rtl/blocks/aerospace_and_time/precision_time_counter_continuous.vhd,tb/blocks/aerospace_and_time/tb_precision_time_counter_continuous.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1025,configuration_crc_checker_continuous,Reconfiguration and Management,"Configuration, boot and telemetry",Generated family variant,"Controls configuration images, boot policy, telemetry, and runtime management. Architecture variant: **continuous**.",crc,A,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,bit-accurate integer behavior for implemented operation subset,bb_crc32_core,rtl/blocks/reconfiguration_and_management/configuration_crc_checker_continuous.vhd,tb/blocks/reconfiguration_and_management/tb_configuration_crc_checker_continuous.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1026,bloom_filter_single_cycle,Scientific and Search,Domain accelerators,Generated family variant,"Accelerates search, filtering, sparse computation, or domain-specific kernels. Architecture variant: **single cycle**.",stream,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_stream_core,rtl/blocks/scientific_and_search/bloom_filter_single_cycle.vhd,tb/blocks/scientific_and_search/tb_bloom_filter_single_cycle.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1027,mask_merge_unit_pipelined,Logic and Primitives,Boolean and bit manipulation,Generated family variant,Performs deterministic Boolean or bit-field transformation operations. Architecture variant: **pipelined**.,datapath,A,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,bit-accurate integer behavior for implemented operation subset,bb_datapath_core,rtl/blocks/logic_and_primitives/mask_merge_unit_pipelined.vhd,tb/blocks/logic_and_primitives/tb_mask_merge_unit_pipelined.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1028,up_down_counter_prescaled,Counters and Timing,"Counters, timers and event measurement",Generated family variant,"Counts cycles, events, pixels, lines, frames, or protocol occurrences. Architecture variant: **prescaled**.",counter,A,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,bit-accurate integer behavior for implemented operation subset,bb_counter_core,rtl/blocks/counters_and_timing/up_down_counter_prescaled.vhd,tb/blocks/counters_and_timing/tb_up_down_counter_prescaled.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1029,command_sequencer_programmable,Control,State machines and sequencers,Generated family variant,"Coordinates ordered operations, state transitions, and exceptional paths. Architecture variant: **programmable**.",control,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_control_core,rtl/blocks/control/command_sequencer_programmable.vhd,tb/blocks/control/tb_command_sequencer_programmable.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1030,integer_multiplier_pipelined,Integer Compute,Integer arithmetic,Generated family variant,Implements integer arithmetic with selectable latency and resource trade-offs. Architecture variant: **pipelined**.,datapath,A,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,bit-accurate integer behavior for implemented operation subset,bb_datapath_core,rtl/blocks/integer_compute/integer_multiplier_pipelined.vhd,tb/blocks/integer_compute/tb_integer_multiplier_pipelined.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1031,fixed_point_divider_pipelined,Fixed-Point Compute,Fixed-point arithmetic,Generated family variant,Processes signed or unsigned fixed-point values with explicit scaling and rounding. Architecture variant: **pipelined**.,datapath,A,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,parameterized_integer/fixed-point reference behavior; quantify error against system model,bb_datapath_core,rtl/blocks/fixed_point_compute/fixed_point_divider_pipelined.vhd,tb/blocks/fixed_point_compute/tb_fixed_point_divider_pipelined.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1032,floating_point_divider_pipelined,Floating-Point Compute,Floating-point arithmetic,Generated family variant,Implements configurable floating-point operations and format conversion. Architecture variant: **pipelined**.,datapath,A,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,interface/behavior shell; IEEE-754 compliant core not claimed,bb_datapath_core,rtl/blocks/floating_point_compute/floating_point_divider_pipelined.vhd,tb/blocks/floating_point_compute/tb_floating_point_divider_pipelined.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1033,vector_mac_pipelined,Vector Compute,SIMD and vector datapaths,Generated family variant,Applies the same operation across parallel lanes or reduces lane results. Architecture variant: **pipelined**.,vector,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_vector_mac_core,rtl/blocks/vector_compute/vector_mac_pipelined.vhd,tb/blocks/vector_compute/tb_vector_mac_pipelined.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1034,tensor_mac_array_bf16,Tensor Compute,Matrix and tensor operations,Generated family variant,"Accelerates matrix, tensor, and tiled multiply-accumulate workloads. Architecture variant: **bf16**.",vector,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_vector_mac_core,rtl/blocks/tensor_compute/tensor_mac_array_bf16.vhd,tb/blocks/tensor_compute/tb_tensor_mac_array_bf16.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1035,logarithm_approximator_pipelined,Math Accelerators,Elementary and transcendental functions,Generated family variant,"Evaluates mathematical functions using iterative, table-based, or polynomial methods. Architecture variant: **pipelined**.",datapath,A,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,bit-accurate integer behavior for implemented operation subset,bb_datapath_core,rtl/blocks/math_accelerators/logarithm_approximator_pipelined.vhd,tb/blocks/math_accelerators/tb_logarithm_approximator_pipelined.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1036,xor_reduction_engine_pipelined,Reductions and Checksums,"Reductions, CRC and hashing",Generated family variant,"Reduces streams or vectors into checksums, statistics, or summary values. Architecture variant: **pipelined**.",datapath,A,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,bit-accurate integer behavior for implemented operation subset,bb_datapath_core,rtl/blocks/reductions_and_checksums/xor_reduction_engine_pipelined.vhd,tb/blocks/reductions_and_checksums/tb_xor_reduction_engine_pipelined.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1037,biquad_filter_pipelined,DSP Filters,Digital filters,Generated family variant,Filters sample streams with selectable arithmetic precision and throughput. Architecture variant: **pipelined**.,stream,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,parameterized_integer/fixed-point reference behavior; quantify error against system model,bb_stream_core,rtl/blocks/dsp_filters/biquad_filter_pipelined.vhd,tb/blocks/dsp_filters/tb_biquad_filter_pipelined.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1038,dct_engine_pipelined,DSP Spectral,Spectral analysis and transforms,Generated family variant,Transforms or analyzes sampled data in frequency or multiresolution domains. Architecture variant: **pipelined**.,stream,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,parameterized_integer/fixed-point reference behavior; quantify error against system model,bb_stream_core,rtl/blocks/dsp_spectral/dct_engine_pipelined.vhd,tb/blocks/dsp_spectral/tb_dct_engine_pipelined.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1039,psk_mapper_pipelined,DSP Modulation,Modulation and waveform generation,Generated family variant,"Generates, maps, mixes, or demodulates communication waveforms. Architecture variant: **pipelined**.",stream,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,parameterized_integer/fixed-point reference behavior; quantify error against system model,bb_stream_core,rtl/blocks/dsp_modulation/psk_mapper_pipelined.vhd,tb/blocks/dsp_modulation/tb_psk_mapper_pipelined.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1040,phase_detector_programmable,DSP Synchronization,"Timing, carrier and clock recovery",Generated family variant,"Detects synchronization features and corrects timing, phase, frequency, or gain. Architecture variant: **programmable**.",stream,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_stream_core,rtl/blocks/dsp_synchronization/phase_detector_programmable.vhd,tb/blocks/dsp_synchronization/tb_phase_detector_programmable.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1041,true_dual_port_ram_packet_aware,Memory,"RAM, ROM and register storage",Generated family variant,"Provides parameterized on-chip storage, lookup, or associative matching. Architecture variant: **packet aware**.",memory,A,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_sync_ram_core,rtl/blocks/memory/true_dual_port_ram_packet_aware.vhd,tb/blocks/memory/tb_true_dual_port_ram_packet_aware.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1042,descriptor_fifo_packet_aware,Queues,"FIFO, queue and buffering structures",Generated family variant,Decouples producers and consumers while preserving data or packet ordering. Architecture variant: **packet aware**.,sync_fifo,A,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_sync_fifo_core,rtl/blocks/queues/descriptor_fifo_packet_aware.vhd,tb/blocks/queues/tb_descriptor_fifo_packet_aware.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1043,unified_cache_packet_aware,Cache and Translation,"Caches, TLBs and memory ordering",Generated family variant,Reduces memory latency or manages address translation and outstanding misses. Architecture variant: **packet aware**.,memory_service,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_memory_service_core,rtl/blocks/cache_and_translation/unified_cache_packet_aware.vhd,tb/blocks/cache_and_translation/tb_unified_cache_packet_aware.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1044,two_dimensional_dma_programmable,DMA and Memory Services,Data movement and maintenance,Generated family variant,Moves or maintains memory contents without continuous CPU intervention. Architecture variant: **programmable**.,memory_service,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_memory_service_core,rtl/blocks/dma_and_memory_services/two_dimensional_dma_programmable.vhd,tb/blocks/dma_and_memory_services/tb_two_dimensional_dma_programmable.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1045,axi4_lite_master_bridge,AMBA AXI Memory-Mapped,AXI4 and AXI4-Lite,Generated family variant,Connects memory-mapped initiators and targets using AXI-style channels. Architecture variant: **bridge**.,bus,B,subset_contract; run official or commercial protocol VIP before release,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_bus_adapter_core,rtl/blocks/amba_axi_memory_mapped/axi4_lite_master_bridge.vhd,tb/blocks/amba_axi_memory_mapped/tb_axi4_lite_master_bridge.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1046,axi_stream_fifo_bridge,AMBA AXI Stream,AXI4-Stream transport,Generated family variant,Transports ordered streaming data using ready/valid flow control. Architecture variant: **bridge**.,sync_fifo,A,subset_contract; run official or commercial protocol VIP before release,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_sync_fifo_core,rtl/blocks/amba_axi_stream/axi_stream_fifo_bridge.vhd,tb/blocks/amba_axi_stream/tb_axi_stream_fifo_bridge.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1047,apb_decoder_bridge,AMBA Peripheral Buses,"APB, AHB and AHB-Lite",Generated family variant,Implements low-complexity or pipelined AMBA peripheral transactions. Architecture variant: **bridge**.,bus,B,subset_contract; run official or commercial protocol VIP before release,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_bus_adapter_core,rtl/blocks/amba_peripheral_buses/apb_decoder_bridge.vhd,tb/blocks/amba_peripheral_buses/tb_apb_decoder_bridge.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1048,wishbone_crossbar_bridge,Wishbone and Avalon,Open and vendor-neutral bus fabrics,Generated family variant,Connects reusable IP through Wishbone- or Avalon-style interfaces. Architecture variant: **bridge**.,bus,B,subset_contract; run official or commercial protocol VIP before release,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_bus_adapter_core,rtl/blocks/wishbone_and_avalon/wishbone_crossbar_bridge.vhd,tb/blocks/wishbone_and_avalon/tb_wishbone_crossbar_bridge.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1049,packet_noc_router_programmable,Interconnect and NoC,"Routing, arbitration and switching",Generated family variant,"Routes transactions or packets among multiple initiators, targets, or tiles. Architecture variant: **programmable**.",bus,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_bus_adapter_core,rtl/blocks/interconnect_and_noc/packet_noc_router_programmable.vhd,tb/blocks/interconnect_and_noc/tb_packet_noc_router_programmable.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1050,uart_baud_generator_bridge,UART SPI I2C,Low-speed serial protocols,Generated family variant,"Implements framing, timing, control, or bridging for common serial buses. Architecture variant: **bridge**.",protocol_shell,C,integration_shell_only; external compliant controller/PHY/VIP required,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_protocol_shell_core,rtl/blocks/uart_spi_i2c/uart_baud_generator_bridge.vhd,tb/blocks/uart_spi_i2c/tb_uart_baud_generator_bridge.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1051,can_acceptance_filter_programmable,CAN LIN RS485,Automotive and multidrop serial links,Generated family variant,Implements robust framed communication for automotive or multidrop networks. Architecture variant: **programmable**.,protocol_shell,C,integration_shell_only; external compliant controller/PHY/VIP required,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_protocol_shell_core,rtl/blocks/can_lin_rs485/can_acceptance_filter_programmable.vhd,tb/blocks/can_lin_rs485/tb_can_acceptance_filter_programmable.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1052,ethernet_crc_engine_pipelined,Ethernet MAC,Ethernet media access,Generated family variant,Builds or parses Ethernet link-layer traffic and PHY-side interfaces. Architecture variant: **pipelined**.,crc,A,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,bit-accurate integer behavior for implemented operation subset,bb_crc32_core,rtl/blocks/ethernet_mac/ethernet_crc_engine_pipelined.vhd,tb/blocks/ethernet_mac/tb_ethernet_crc_engine_pipelined.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1053,ipv4_header_parser_programmable,Network Packet Processing,"IPv4, IPv6, UDP and packet pipelines",Generated family variant,"Parses, classifies, generates, or controls packetized network traffic. Architecture variant: **programmable**.",protocol_shell,C,integration_shell_only; external compliant controller/PHY/VIP required,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_protocol_shell_core,rtl/blocks/network_packet_processing/ipv4_header_parser_programmable.vhd,tb/blocks/network_packet_processing/tb_ipv4_header_parser_programmable.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1054,pcie_tlp_generator_bridge,PCI Express,PCIe endpoints and transaction services,Generated family variant,"Manages PCIe transaction-layer traffic, host-visible resources, and DMA. Architecture variant: **bridge**.",protocol_shell,C,integration_shell_only; external compliant controller/PHY/VIP required,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_protocol_shell_core,rtl/blocks/pci_express/pcie_tlp_generator_bridge.vhd,tb/blocks/pci_express/tb_pcie_tlp_generator_bridge.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1055,usb_packet_engine_programmable,USB,USB device and host functions,Generated family variant,"Implements USB packet, endpoint, transfer, or PHY adaptation functions. Architecture variant: **programmable**.",protocol_shell,C,integration_shell_only; external compliant controller/PHY/VIP required,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_protocol_shell_core,rtl/blocks/usb/usb_packet_engine_programmable.vhd,tb/blocks/usb/tb_usb_packet_engine_programmable.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1056,gearbox_programmable,SERDES and LVDS,High-speed serial and source-synchronous links,Generated family variant,"Serializes, aligns, trains, tests, or deskews high-speed physical links. Architecture variant: **programmable**.",protocol_shell,C,integration_shell_only; external compliant controller/PHY/VIP required,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_protocol_shell_core,rtl/blocks/serdes_and_lvds/gearbox_programmable.vhd,tb/blocks/serdes_and_lvds/tb_gearbox_programmable.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1057,clock_mux_programmable,Clock Reset CDC,"Clocking, reset and domain crossing",Generated family variant,Generates or supervises clocks and safely transfers state across clock domains. Architecture variant: **programmable**.,cdc,A,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",recognized CDC structure with ASYNC_REG attributes; external CDC tool sign-off required,application-specific; reference model required,bb_cdc_sync_core,rtl/blocks/clock_reset_cdc/clock_mux_programmable.vhd,tb/blocks/clock_reset_cdc/tb_clock_mux_programmable.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
